dataset,agent,model,query_type,query_id,query,correct_answer,run1_class,run1_label,run1_response,run2_class,run2_label,run2_response,run3_class,run3_label,run3_response
iot,pandasai,o4mini,stateful,8,How many readings were recorded while sensors were being maintained? Show me a breakdown by device type.,"68 readings: humidity_sensor=9, pressure_sensor=27, temperature_sensor=32",incorrect_answer,1,"Empty DataFrame
Columns: [device_type, readings_count]
Index: []",incorrect_answer,1,"Empty DataFrame
Columns: [device_type, reading_count]
Index: []",incorrect_answer,1,"Empty DataFrame
Columns: [device_type, readings_count]
Index: []"
iot,pandasai,o4mini,stateful,9,How long on average do devices stay in critical status before entering maintenance? Show me a breakdown by device type.,"humidity_sensor=1 hr 18 min 52 sec, pressure_sensor=2 hr 57 min 32 sec, temperature_sensor=1 hr 49 min 8 sec",correct_answer,1,"device_type  avg_hours_in_critical
   humidity_sensor               1.314607
   pressure_sensor               2.958955
temperature_sensor               1.818966",incorrect_answer,2,"Empty DataFrame
Columns: [device_type, avg_time_minutes]
Index: []",incorrect_answer,2,"device_type  avg_critical_duration_hours
   humidity_sensor                     1.224893
   pressure_sensor                     2.613493
temperature_sensor                     1.818957"
iot,pandasai,o4mini,stateful,10,What are the most common state transitions from degraded status to operational or offline? Show me the results according to the device location.,"zone_A: warning->operational=204, critical->offline=26; zone_B: warning->operational=214, critical->offline=19; zone_C: warning->operational=202, critical->offline=22; zone_D: warning->operational=154, critical->offline=25",incorrect_answer,1,"Empty DataFrame
Columns: [location_zone, transition, transition_count]
Index: []",incorrect_answer,1,"Empty DataFrame
Columns: [location_zone, to_state, transition_count]
Index: []",incorrect_answer,1,"Empty DataFrame
Columns: [location_zone, transition, transition_count]
Index: []"
iot,pandasai,o4mini,stateful,11,What percentage of time do devices spend in each status? Show me a breakdown by device type.,"humidity_sensor: operational=91.40%, warning=3.82%, critical=3.12%, maintenance=1.66%; pressure_sensor: operational=87.16%, critical=8.69%, warning=2.63%, maintenance=1.53%; temperature_sensor: operational=82.28%, critical=9.51%, warning=5.18%, maintenance=3.03%",correct_answer,1,"device_type device_state  pct_time
   humidity_sensor  operational     91.40
   humidity_sensor      warning      3.82
   humidity_sensor     critical      3.12
   humidity_sensor  maintenance      1.66
   pressure_sensor  operational     87.16
   pressure_sensor     critical      8.69
   pressure_sensor      warning      2.63
   pressure_sensor  maintenance      1.53
temperature_sensor  operational     82.28
temperature_sensor     critical      9.51
temperature_sensor      warning      5.18
temperature_sensor  maintenance      3.03",incorrect_answer,2,"Unfortunately, I was not able to get your answer. Please try again.",correct_answer,1,"device_type device_state  percentage_time
   humidity_sensor  operational        91.306938
   humidity_sensor      warning         3.823864
   humidity_sensor     critical         3.098088
   humidity_sensor  maintenance         1.662785
   humidity_sensor      offline         0.108325
   pressure_sensor  operational        86.755387
   pressure_sensor     critical         8.643853
   pressure_sensor      warning         2.623574
   pressure_sensor  maintenance         1.533587
   pressure_sensor      offline         0.443599
temperature_sensor  operational        81.894763
temperature_sensor     critical         9.473817
temperature_sensor      warning         5.186396
temperature_sensor  maintenance         3.004966
temperature_sensor      offline         0.440058"
telecom,pandasai,o4mini,incident,0,Did the router that caused the outage have elevated packet loss on January 2 morning?,"Yes, 3.2x more packet loss",incorrect_answer,1,"No, router RTR_002 did not have elevated packet loss on January 2 morning: average 0.51%.",incorrect_answer,2,No. Router RTR_001 did not have elevated packet loss on January 2 morning; its average loss was 0.81%.,correct_answer,3,"Yes. Router RTR_001 averaged 81.36% packet loss on the morning of January 2, which is elevated."
telecom,pandasai,o4mini,incident,1,What was the average latency on the affected router link during the incident?,19.69 ms,incorrect_answer,1,18.67158632068453,incorrect_answer,2,18.46698451761075,incorrect_answer,3,19.355893032853434
telecom,pandasai,o4mini,incident,2,How many transport links were experiencing high packet loss during the outage?,"1, Device_ID=RTR_001, Interface_ID=eth0",incorrect_answer,1,6,incorrect_answer,2,5,incorrect_answer,1,6
telecom,pandasai,o4mini,incident,3,Which transport link had the worst latency during the outage?,"Device_ID=RTR_001, Interface_ID=eth0",incorrect_answer,1,The transport link with the worst latency during the outage is RTR_001-eth2 with a latency of 25.0 ms.,incorrect_answer,2,Transport link RTR_004 (interface eth3) had the worst latency of 25.00 ms.,incorrect_answer,1,The transport link with the worst latency is RTR_001 / eth2 with a maximum latency of 25.000 ms.
telecom,pandasai,o4mini,incident,4,Were connection failures elevated on cells behind the affected router during the outage?,"Yes, 3.7x more failures",incorrect_answer,1,"period  avg_conn_failures  samples
during_outage          11.382413     7301
       normal          11.669306    11999",correct_answer,2,Yes. Average RRC connection failures during outage (11.75) were higher than during normal periods (11.54).,incorrect_answer,1,No elevation in connection failures on cells behind the affected router during outage (avg failures 11.38 vs 11.67).
telecom,pandasai,o4mini,incident,5,What was the average connection failure rate on cells behind the affected router during the outage?,13.84,incorrect_answer,1,0.08708556790033066,incorrect_answer,2,0.09456061970079246,incorrect_answer,3,0.11237503588199615
telecom,pandasai,o4mini,incident,6,How many cells lost availability during the outage on January 2?,19,incorrect_answer,1,100,incorrect_answer,2,0,incorrect_answer,1,100
telecom,pandasai,o4mini,incident,7,Which 5 cells had the most connection failures during the outage?,"CELL_62, CELL_67, CELL_28, CELL_45, CELL_80",incorrect_answer,1,"Cell_ID  total_failures
CELL_67          2475.0
CELL_94          2468.0
CELL_61          2454.0
CELL_28          2454.0
CELL_45          2451.0",incorrect_answer,1,"Cell_ID  total_failures
CELL_67          2475.0
CELL_94          2468.0
CELL_61          2454.0
CELL_28          2454.0
CELL_45          2451.0",incorrect_answer,1,"Cell_ID  total_failures
CELL_67          2475.0
CELL_94          2468.0
CELL_61          2454.0
CELL_28          2454.0
CELL_45          2451.0"
telecom,pandasai,o4mini,incident,8,"Were connection failures elevated on cells behind the affected router during the outage, while the core nodes were also under load?","Yes, cell connection failures were 3.7x higher, core node CPU load was 1.1x higher",incorrect_answer,1,Average connection failures during outage: 13.37. Overall average failures: 11.56. Elevated during the outage.,incorrect_answer,2,"Timestamp  total_rrc_failures  total_rrc_attempts  failure_rate_pct  avg_core_cpu_load
2026-01-01T00:00:00+00:00              2224.0             27344.0              8.13          59.360695
2026-01-01T00:15:00+00:00              2192.0             27184.0              8.06          59.217995
2026-01-01T00:30:00+00:00              2128.0             26976.0              7.89          58.443152
2026-01-01T00:45:00+00:00              1952.0             26112.0              7.48          56.990663
2026-01-01T01:00:00+00:00              1856.0             25504.0              7.28          55.282276
2026-01-01T01:15:00+00:00              1680.0             24272.0              6.92          52.639418
2026-01-01T01:30:00+00:00              1456.0             22880.0              6.36          50.354878
2026-01-01T01:45:00+00:00              1280.0             21824.0              5.87          47.623925
2026-01-01T02:00:00+00:00              1056.0             20560.0              5.14          45.088104
2026-01-01T02:15:00+00:00               816.0             19120.0              4.27          42.857665
2026-01-01T02:30:00+00:00               512.0             18144.0              2.82          39.738668
2026-01-01T02:45:00+00:00               400.0             17056.0              2.35          36.638465
2026-01-01T03:00:00+00:00               288.0             16448.0              1.75          34.846832
2026-01-01T03:15:00+00:00               160.0             15248.0              1.05          32.829043
2026-01-01T03:30:00+00:00                80.0             14720.0              0.54          31.108152
2026-01-01T03:45:00+00:00                16.0             14352.0              0.11          31.121567
2026-01-01T04:00:00+00:00                16.0             14416.0              0.11          30.939279
2026-01-01T04:15:00+00:00                32.0             14432.0              0.22          31.691448
2026-01-01T04:30:00+00:00                48.0             14576.0              0.33          32.549424
2026-01-01T04:45:00+00:00               288.0             16096.0              1.79          33.470740
2026-01-01T05:00:00+00:00               464.0             16832.0              2.76          36.275596
2026-01-01T05:15:00+00:00               704.0             18016.0              3.91          37.247898
2026-01-01T05:30:00+00:00              1088.0             20112.0              5.41          40.935599
2026-01-01T05:45:00+00:00              1360.0             21152.0              6.43          44.497156
2026-01-01T06:00:00+00:00              1664.0             22576.0              7.37          47.690487
2026-01-01T06:15:00+00:00              1904.0             24032.0              7.92          52.238505
2026-01-01T06:30:00+00:00              2192.0             25776.0              8.50          54.879113
2026-01-01T06:45:00+00:00              2384.0             27168.0              8.78          57.504659
2026-01-01T07:00:00+00:00              2352.0             27920.0              8.42          60.523488
2026-01-01T07:15:00+00:00              2320.0             28464.0              8.15          62.770785
2026-01-01T07:30:00+00:00              2288.0             28864.0              7.93          64.776751
2026-01-01T07:45:00+00:00              2256.0             29392.0              7.68          66.091349
2026-01-01T08:00:00+00:00              2288.0             30128.0              7.59          68.925776
2026-01-01T08:15:00+00:00              2368.0             30928.0              7.66          71.019573
2026-01-01T08:30:00+00:00              2544.0             32464.0              7.84          72.651547
2026-01-01T08:45:00+00:00              2848.0             33728.0              8.44          77.371427
2026-01-01T09:00:00+00:00              3184.0             34816.0              9.15          77.355727
2026-01-01T09:15:00+00:00              3472.0             36080.0              9.62          79.329406
2026-01-01T09:30:00+00:00              3824.0             37280.0             10.26          81.234262
2026-01-01T09:45:00+00:00              3984.0             38016.0             10.48          82.117450
2026-01-01T10:00:00+00:00              4272.0             38528.0             11.09          84.181076
2026-01-01T10:15:00+00:00              4384.0             39216.0             11.18          85.657788
2026-01-01T10:30:00+00:00              4464.0             39552.0             11.29          85.516426
2026-01-01T10:45:00+00:00              4528.0             39680.0             11.41          86.027015
2026-01-01T11:00:00+00:00              4512.0             40080.0             11.26          86.538734
2026-01-01T11:15:00+00:00              4624.0             40272.0             11.48          87.499995
2026-01-01T11:30:00+00:00              4624.0             40368.0             11.45          88.187336
2026-01-01T11:45:00+00:00              4720.0             40736.0             11.59          87.672720
2026-01-01T12:00:00+00:00              4768.0             41072.0             11.61          87.704115
2026-01-01T12:15:00+00:00              4800.0             41120.0             11.67          88.197535
2026-01-01T12:30:00+00:00              4880.0             41264.0             11.83          88.146355
2026-01-01T12:45:00+00:00              4880.0             41488.0             11.76          89.109036
2026-01-01T13:00:00+00:00              4960.0             41680.0             11.90          89.168569
2026-01-01T13:15:00+00:00              4960.0             41872.0             11.85          89.131685
2026-01-01T13:30:00+00:00              4992.0             41760.0             11.95          88.559909
2026-01-01T13:45:00+00:00              4944.0             41760.0             11.84          89.285557
2026-01-01T14:00:00+00:00              4944.0             41392.0             11.94          89.220091
2026-01-01T14:15:00+00:00              4992.0             41648.0             11.99          89.027684
2026-01-01T14:30:00+00:00              4944.0             41792.0             11.83          88.575802
2026-01-01T14:45:00+00:00              4848.0             41536.0             11.67          87.928951
2026-01-01T15:00:00+00:00              4912.0             41456.0             11.85          87.997612
2026-01-01T15:15:00+00:00              4768.0             41312.0             11.54          87.894218
2026-01-01T15:30:00+00:00              4752.0             40704.0             11.67          87.058600
2026-01-01T15:45:00+00:00              4688.0             40608.0             11.54          86.672325
2026-01-01T16:00:00+00:00              4576.0             40208.0             11.38          86.456411
2026-01-01T16:15:00+00:00              4448.0             39680.0             11.21          86.460431
2026-01-01T16:30:00+00:00              4336.0             39728.0             10.91          86.238948
2026-01-01T16:45:00+00:00              4288.0             38992.0             11.00          85.466951
2026-01-01T17:00:00+00:00              4144.0             38464.0             10.77          84.267662
2026-01-01T17:15:00+00:00              4096.0             37920.0             10.80          83.969511
2026-01-01T17:30:00+00:00              4016.0             37776.0             10.63          82.688754
2026-01-01T17:45:00+00:00              3888.0             37584.0             10.34          81.503523
2026-01-01T18:00:00+00:00              3840.0             36960.0             10.39          82.140470
2026-01-01T18:15:00+00:00              3824.0             36496.0             10.48          80.311469
2026-01-01T18:30:00+00:00              3680.0             36064.0             10.20          79.199447
2026-01-01T18:45:00+00:00              3616.0             35824.0             10.09          78.499743
2026-01-01T19:00:00+00:00              3568.0             36064.0              9.89          78.570318
2026-01-01T19:15:00+00:00              3392.0             35680.0              9.51          78.699042
2026-01-01T19:30:00+00:00              3328.0             35056.0              9.49          77.903666
2026-01-01T19:45:00+00:00              3248.0             34720.0              9.35          76.932900
2026-01-01T20:00:00+00:00              3184.0             34080.0              9.34          76.799213
2026-01-01T20:15:00+00:00              2976.0             33472.0              8.89          75.044657
2026-01-01T20:30:00+00:00              2912.0             33296.0              8.75          73.624325
2026-01-01T20:45:00+00:00              2864.0             32576.0              8.79          73.697358
2026-01-01T21:00:00+00:00              2736.0             32096.0              8.52          72.060232
2026-01-01T21:15:00+00:00              2480.0             30784.0              8.06          70.352033
2026-01-01T21:30:00+00:00              2160.0             29328.0              7.36          65.466058
2026-01-01T21:45:00+00:00              1872.0             27600.0              6.78          61.288693
2026-01-01T22:00:00+00:00              1744.0             26256.0              6.64          59.389134
2026-01-01T22:15:00+00:00              1888.0             26624.0              7.09          60.700838
2026-01-01T22:30:00+00:00              2032.0             26896.0              7.56          59.796128
2026-01-01T22:45:00+00:00              2160.0             27424.0              7.88          59.677688
2026-01-01T23:00:00+00:00              2320.0             27664.0              8.39          59.924210
2026-01-01T23:15:00+00:00              2256.0             27584.0              8.18          59.848300
2026-01-01T23:30:00+00:00              2128.0             27552.0              7.72          60.285508
2026-01-01T23:45:00+00:00              2112.0             27344.0              7.72          60.598288
2026-01-02T00:00:00+00:00              2128.0             27312.0              7.79          64.829741
2026-01-02T00:15:00+00:00              2160.0             27504.0              7.85          65.330470
2026-01-02T00:30:00+00:00              2064.0             27104.0              7.62          62.966937
2026-01-02T00:45:00+00:00              1968.0             26032.0              7.56          63.091516
2026-01-02T01:00:00+00:00              1792.0             24928.0              7.19          60.557100
2026-01-02T01:15:00+00:00              1568.0             24352.0              6.44          57.699182
2026-01-02T01:30:00+00:00              1360.0             22912.0              5.94          55.832324
2026-01-02T01:45:00+00:00              1232.0             21504.0              5.73          53.328064
2026-01-02T02:00:00+00:00              1008.0             20368.0              4.95          48.587537
2026-01-02T02:15:00+00:00               800.0             19344.0              4.14          46.299160
2026-01-02T02:30:00+00:00               592.0             18064.0              3.28          44.626409
2026-01-02T02:45:00+00:00               416.0             16656.0              2.50          41.309323
2026-01-02T03:00:00+00:00               256.0             15728.0              1.63          39.774859
2026-01-02T03:15:00+00:00               128.0             15152.0              0.84          37.433956
2026-01-02T03:30:00+00:00                16.0             14560.0              0.11          35.467688
2026-01-02T03:45:00+00:00                64.0             14464.0              0.44          35.772664
2026-01-02T04:00:00+00:00                 0.0             14352.0              0.00          36.618562
2026-01-02T04:15:00+00:00                16.0             14384.0              0.11          35.558294
2026-01-02T04:30:00+00:00                96.0             15072.0              0.64          36.487629
2026-01-02T04:45:00+00:00               272.0             15600.0              1.74          38.969598
2026-01-02T05:00:00+00:00               496.0             16848.0              2.94          40.569703
2026-01-02T05:15:00+00:00               816.0             18560.0              4.40          42.423740
2026-01-02T05:30:00+00:00              1088.0             19792.0              5.50          45.918080
2026-01-02T05:45:00+00:00              1488.0             21520.0              6.91          51.084841
2026-01-02T06:00:00+00:00              1680.0             22880.0              7.34          53.181630
2026-01-02T06:15:00+00:00              1968.0             24256.0              8.11          51.112089
2026-01-02T06:30:00+00:00              2064.0             25680.0              8.04          54.863533
2026-01-02T06:45:00+00:00              2192.0             27168.0              8.07          57.144519
2026-01-02T07:00:00+00:00              2272.0             27648.0              8.22          59.343165
2026-01-02T07:15:00+00:00              2256.0             28176.0              8.01          62.801052
2026-01-02T07:30:00+00:00              2272.0             28720.0              7.91          65.384168
2026-01-02T07:45:00+00:00              2416.0             29568.0              8.17          66.950400
2026-01-02T08:00:00+00:00              2320.0             30512.0              7.60          68.792063
2026-01-02T08:15:00+00:00              2464.0             31648.0              7.79          71.137251
2026-01-02T08:30:00+00:00              2624.0             32272.0              8.13          73.400251
2026-01-02T08:45:00+00:00              2816.0             33568.0              8.39          76.674468
2026-01-02T09:00:00+00:00              3200.0             35104.0              9.12          78.370367
2026-01-02T09:15:00+00:00              3632.0             36800.0              9.87          80.573625
2026-01-02T09:30:00+00:00              3824.0             37264.0             10.26          82.274932
2026-01-02T09:45:00+00:00              4080.0             38096.0             10.71          82.554897
2026-01-02T10:00:00+00:00              4272.0             38432.0             11.12          83.869729
2026-01-02T10:15:00+00:00              4416.0             39040.0             11.31          84.263068
2026-01-02T10:30:00+00:00              4384.0             39200.0             11.18          84.823198
2026-01-02T10:45:00+00:00              4432.0             39648.0             11.18          85.909144
2026-01-02T11:00:00+00:00              4512.0             39648.0             11.38          86.957825
2026-01-02T11:15:00+00:00              4624.0             40144.0             11.52          87.194771
2026-01-02T11:30:00+00:00              4688.0             40848.0             11.48          87.455561
2026-01-02T11:45:00+00:00              4720.0             40992.0             11.51          87.208510
2026-01-02T12:00:00+00:00              4800.0             41056.0             11.69          87.533837
2026-01-02T12:15:00+00:00              4848.0             41136.0             11.79          88.880816
2026-01-02T12:30:00+00:00              4800.0             41168.0             11.66          88.608560
2026-01-02T12:45:00+00:00              4848.0             41456.0             11.69          88.544734
2026-01-02T13:00:00+00:00              4896.0             41472.0             11.81          89.226658
2026-01-02T13:15:00+00:00              5008.0             41872.0             11.96          89.144520
2026-01-02T13:30:00+00:00              4992.0             41872.0             11.92          89.559679
2026-01-02T13:45:00+00:00              5008.0             41696.0             12.01          89.623121
2026-01-02T14:00:00+00:00              4944.0             41616.0             11.88          88.773496
2026-01-02T14:15:00+00:00              4960.0             41584.0             11.93          89.056767
2026-01-02T14:30:00+00:00              4960.0             41632.0             11.91          88.594695
2026-01-02T14:45:00+00:00              4880.0             41440.0             11.78          88.790108
2026-01-02T15:00:00+00:00              4896.0             41248.0             11.87          88.417372
2026-01-02T15:15:00+00:00              4784.0             41200.0             11.61          88.237131
2026-01-02T15:30:00+00:00              4752.0             40752.0             11.66          87.835331
2026-01-02T15:45:00+00:00              4736.0             40768.0             11.62          86.993043
2026-01-02T16:00:00+00:00              4576.0             40048.0             11.43          87.135869
2026-01-02T16:15:00+00:00              4480.0             39472.0             11.35          86.181699
2026-01-02T16:30:00+00:00              4384.0             39216.0             11.18          85.407518
2026-01-02T16:45:00+00:00              4272.0             38864.0             10.99          84.860698
2026-01-02T17:00:00+00:00              4256.0             38400.0             11.08          84.509491
2026-01-02T17:15:00+00:00              4112.0             38288.0             10.74          83.296990
2026-01-02T17:30:00+00:00              4000.0             37616.0             10.63          82.637021
2026-01-02T17:45:00+00:00              3904.0             37312.0             10.46          81.295083
2026-01-02T18:00:00+00:00              3824.0             37088.0             10.31          81.103926
2026-01-02T18:15:00+00:00              3712.0             36592.0             10.14          81.285411
2026-01-02T18:30:00+00:00              3712.0             36112.0             10.28          80.483798
2026-01-02T18:45:00+00:00              3536.0             36144.0              9.78          80.079699
2026-01-02T19:00:00+00:00              3552.0             35856.0              9.91          77.768825
2026-01-02T19:15:00+00:00              3328.0             34992.0              9.51          77.942269
2026-01-02T19:30:00+00:00              3312.0             35040.0              9.45          77.394916
2026-01-02T19:45:00+00:00              3264.0             34640.0              9.42          76.567574
2026-01-02T20:00:00+00:00              3168.0             34240.0              9.25          76.569397
2026-01-02T20:15:00+00:00              3120.0             33664.0              9.27          76.706582
2026-01-02T20:30:00+00:00              3024.0             33728.0              8.97          74.143926
2026-01-02T20:45:00+00:00              2976.0             33136.0              8.98          73.360536
2026-01-02T21:00:00+00:00              2528.0             31872.0              7.93          71.758623
2026-01-02T21:15:00+00:00              2384.0             30736.0              7.76          69.327901
2026-01-02T21:30:00+00:00              2224.0             28992.0              7.67          65.820058
2026-01-02T21:45:00+00:00              1872.0             27216.0              6.88          61.446977
2026-01-02T22:00:00+00:00              1824.0             26560.0              6.87          58.791571
2026-01-02T22:15:00+00:00              1920.0             27024.0              7.10          60.207591
2026-01-02T22:30:00+00:00              2064.0             26928.0              7.66          60.681634
2026-01-02T22:45:00+00:00              2176.0             27248.0              7.99          59.795125
2026-01-02T23:00:00+00:00              2240.0             27648.0              8.10          59.370968
2026-01-02T23:15:00+00:00              2336.0             27888.0              8.38          59.953900
2026-01-02T23:30:00+00:00              2272.0             27568.0              8.24          59.842243
2026-01-02T23:45:00+00:00              2128.0             27184.0              7.83          58.320455
2026-01-03T00:00:00+00:00              2192.0             27584.0              7.95          59.507302",runtime_error,3,
telecom,pandasai,o4mini,incident,9,"Were connection failures elevated on cells behind the affected router during the outage, even though core node session counts looked normal?","Yes, cell connection failures were 3.7x higher",runtime_error,1,,incorrect_answer,2,"No. Despite the outage at 2026-01-01T04:15:00+00:00, connection failures behind the affected router did not rise above baseline levels.",incorrect_answer,3,"Timestamp  total_failures  total_attempts  failure_rate  MM_AttachedUEs  SM_ActivePDUSessions
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3146                  1934
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3000                  1935
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3090                  1929
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3035                  1835
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3000                  1989
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3090                  1940
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3000                  1800
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3013                  1929
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3000                  1967
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3000                  1924
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3274                  1885
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3000                  2066
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3000                  1852
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3000                  1927
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3000                  1877
2026-01-02T03:15:00+00:00           221.0          2197.0        0.1006            3047                  1863
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3000                  1868
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3000                  1814
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3000                  1841
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3000                  1800
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3000                  1805
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3000                  1830
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3000                  1829
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3000                  1800
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3000                  1866
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3000                  1841
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3000                  1821
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3000                  1800
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3000                  1847
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3000                  1800
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3000                  1800
2026-01-02T03:45:00+00:00           214.0          2123.0        0.1008            3300                  1823
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3139                  1875
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3000                  1850
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3000                  1836
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3000                  1853
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3108                  1953
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3000                  1822
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3000                  1895
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3000                  1800
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3004                  1959
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3000                  1800
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3000                  1989
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3000                  1800
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3103                  1800
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3000                  1889
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3000                  1888
2026-01-02T04:30:00+00:00           227.0          2176.0        0.1043            3042                  1914"
telecom,pandasai,o4mini,incident,10,"How many cells lost availability during the outage on January 2, while the core nodes were also under load?",19,incorrect_answer,1,100,incorrect_answer,1,100,incorrect_answer,1,100
telecom,pandasai,o4mini,incident,11,"How many cells lost availability during the outage on January 2, compared to the same time the day before when core nodes were healthy?",19,incorrect_answer,1,100,incorrect_answer,1,100,incorrect_answer,1,100
ecommerce,pandasai,sonnet4.6,stateful,0,How many users added more than 4 items within 1 hour to the cart but exited without purchasing?,0 users,correct_answer,1,0,correct_answer,1,0,correct_answer,1,0
ecommerce,pandasai,sonnet4.6,stateful,1,Did premium users make purchases?,15 users,correct_answer,1,"Yes, premium users made purchases. They had a total of 21 purchases with a purchase rate of 0.88%.",correct_answer,1,"Yes, premium users made purchases. They had 21 purchase(s) out of 191 session(s), with a purchase rate of 10.99%.",correct_answer,1,"Yes, premium users made purchases. They had 21 purchase(s) out of 191 session(s), with a purchase rate of 10.99%."
ecommerce,pandasai,sonnet4.6,stateful,2,What is the average time between viewing a product and adding it to cart?,13.7 mins,incorrect_answer,1,1506.79 seconds (25.11 minutes),incorrect_answer,1,The average time between viewing a product and adding it to cart is 25.11 minutes (based on 3639 occurrences).,incorrect_answer,2,"Average time between viewing a product and adding it to cart:
  - 1537.25 seconds (25.62 minutes)
  - Based on 5156 product view → add-to-cart event pairs"
ecommerce,pandasai,sonnet4.6,stateful,3,"Did users view, add to cart, checkout, and then purchase?",63 sessions,incorrect_answer,1,exports/charts/temp_chart_3140fb4e-d470-420a-bff3-92346f09ceac.png,incorrect_answer,2,exports/charts/temp_chart_59852c02-c4a3-42ef-ac32-000b9eb94fec.png,incorrect_answer,3,exports/charts/temp_chart_f9755d65-96e3-4d09-9deb-ce95a3a35580.png
ecommerce,pandasai,sonnet4.6,stateful,4,How many product views after cart abandonment?,0 views,incorrect_answer,1,4619,incorrect_answer,1,4619,incorrect_answer,1,4619
